Store_Dept_Date,Weekly_Sales
17_3_2013-04-26,50274.6218604651
17_4_2013-04-26,50274.6218604651
17_5_2013-04-26,50274.6218604651
17_6_2013-04-26,50274.6218604651
17_7_2013-04-26,50274.6218604651
17_8_2013-04-26,50274.6218604651
17_9_2013-04-26,50274.6218604651
17_10_2013-04-26,50274.6218604651
17_11_2013-04-26,50274.6218604651
17_12_2013-04-26,50274.6218604651
17_13_2013-04-26,50274.6218604651
17_14_2013-04-26,50274.6218604651
17_16_2013-04-26,50274.6218604651
17_17_2013-04-26,50274.6218604651
17_19_2013-04-26,50274.6218604651
17_20_2013-04-26,50274.6218604651
17_21_2013-04-26,50274.6218604651
17_22_2013-04-26,50274.6218604651
17_23_2013-04-26,50274.6218604651
17_24_2013-04-26,50274.6218604651
17_25_2013-04-26,50274.6218604651
17_26_2013-04-26,50274.6218604651
17_27_2013-04-26,50274.6218604651
17_28_2013-04-26,50274.6218604651
17_29_2013-04-26,50274.6218604651
17_30_2013-04-26,50274.6218604651
17_31_2013-04-26,50274.6218604651
17_32_2013-04-26,50274.6218604651
17_33_2013-04-26,50274.6218604651
17_34_2013-04-26,50274.6218604651
17_35_2013-04-26,50274.6218604651
17_36_2013-04-26,50274.6218604651
17_38_2013-04-26,50274.6218604651
17_40_2013-04-26,50274.6218604651
17_42_2013-04-26,50274.6218604651
17_44_2013-04-26,50274.6218604651
17_46_2013-04-26,50274.6218604651
17_48_2013-04-26,50274.6218604651
17_49_2013-04-26,50274.6218604651
17_52_2013-04-26,50274.6218604651
17_54_2013-04-26,50274.6218604651
17_55_2013-04-26,50274.6218604651
17_56_2013-04-26,50274.6218604651
17_58_2013-04-26,50274.6218604651
17_59_2013-04-26,50274.6218604651
17_60_2013-04-26,50274.6218604651
17_67_2013-04-26,50274.6218604651
17_71_2013-04-26,50274.6218604651
17_72_2013-04-26,50274.6218604651
17_74_2013-04-26,50274.6218604651
17_79_2013-04-26,50274.6218604651
17_80_2013-04-26,50274.6218604651
17_81_2013-04-26,50274.6218604651
17_82_2013-04-26,50274.6218604651
17_83_2013-04-26,50274.6218604651
17_85_2013-04-26,50274.6218604651
17_87_2013-04-26,50274.6218604651
17_90_2013-04-26,50274.6218604651
17_91_2013-04-26,50274.6218604651
17_92_2013-04-26,50274.6218604651
17_93_2013-04-26,50274.6218604651
17_95_2013-04-26,50274.6218604651
17_96_2013-04-26,50274.6218604651
17_97_2013-04-26,50274.6218604651
17_98_2013-04-26,50274.6218604651
17_1_2013-05-03,179.10020000000014
17_2_2013-05-03,179.10020000000014
17_3_2013-05-03,179.10020000000014
17_4_2013-05-03,179.10020000000014
17_5_2013-05-03,179.10020000000014
17_6_2013-05-03,179.10020000000014
17_7_2013-05-03,179.10020000000014
17_8_2013-05-03,179.10020000000014
17_9_2013-05-03,179.10020000000014
17_10_2013-05-03,179.10020000000014
17_11_2013-05-03,179.10020000000014
17_12_2013-05-03,179.10020000000014
17_13_2013-05-03,179.10020000000014
17_14_2013-05-03,179.10020000000014
17_16_2013-05-03,179.10020000000014
17_17_2013-05-03,179.10020000000014
17_18_2013-05-03,179.10020000000014
17_19_2013-05-03,179.10020000000014
17_20_2013-05-03,179.10020000000014
17_21_2013-05-03,179.10020000000014
17_22_2013-05-03,179.10020000000014
17_23_2013-05-03,179.10020000000014
17_24_2013-05-03,179.10020000000014
17_25_2013-05-03,179.10020000000014
17_26_2013-05-03,179.10020000000014
17_27_2013-05-03,179.10020000000014
17_28_2013-05-03,179.10020000000014
17_29_2013-05-03,179.10020000000014
17_30_2013-05-03,179.10020000000014
17_31_2013-05-03,179.10020000000014
17_32_2013-05-03,179.10020000000014
17_33_2013-05-03,179.10020000000014
17_34_2013-05-03,179.10020000000014
17_35_2013-05-03,179.10020000000014
17_36_2013-05-03,179.10020000000014
17_38_2013-05-03,179.10020000000014
17_40_2013-05-03,179.10020000000014
17_41_2013-05-03,179.10020000000014
17_42_2013-05-03,179.10020000000014
17_44_2013-05-03,179.10020000000014
17_46_2013-05-03,179.10020000000014
17_47_2013-05-03,179.10020000000014
17_48_2013-05-03,179.10020000000014
17_49_2013-05-03,179.10020000000014
17_52_2013-05-03,179.10020000000014
17_54_2013-05-03,179.10020000000014
17_55_2013-05-03,179.10020000000014
17_56_2013-05-03,179.10020000000014
17_58_2013-05-03,179.10020000000014
17_59_2013-05-03,179.10020000000014
17_60_2013-05-03,179.10020000000014
17_67_2013-05-03,179.10020000000014
17_71_2013-05-03,179.10020000000014
17_72_2013-05-03,179.10020000000014
17_74_2013-05-03,179.10020000000014
17_79_2013-05-03,179.10020000000014
17_80_2013-05-03,179.10020000000014
17_81_2013-05-03,179.10020000000014
17_82_2013-05-03,179.10020000000014
17_83_2013-05-03,179.10020000000014
17_85_2013-05-03,179.10020000000014
17_87_2013-05-03,179.10020000000014
17_90_2013-05-03,179.10020000000014
17_91_2013-05-03,179.10020000000014
17_92_2013-05-03,179.10020000000014
17_93_2013-05-03,179.10020000000014
17_95_2013-05-03,179.10020000000014
17_96_2013-05-03,179.10020000000014
17_97_2013-05-03,179.10020000000014
17_98_2013-05-03,179.10020000000014
17_1_2013-05-10,179.10020000000014
17_2_2013-05-10,179.10020000000014
17_3_2013-05-10,179.10020000000014
17_4_2013-05-10,179.10020000000014
17_5_2013-05-10,179.10020000000014
17_6_2013-05-10,179.10020000000014
17_7_2013-05-10,179.10020000000014
17_8_2013-05-10,179.10020000000014
17_9_2013-05-10,179.10020000000014
17_10_2013-05-10,179.10020000000014
17_11_2013-05-10,179.10020000000014
17_12_2013-05-10,179.10020000000014
17_13_2013-05-10,179.10020000000014
17_14_2013-05-10,179.10020000000014
17_16_2013-05-10,179.10020000000014
17_17_2013-05-10,179.10020000000014
17_18_2013-05-10,179.10020000000014
17_19_2013-05-10,179.10020000000014
17_20_2013-05-10,179.10020000000014
17_21_2013-05-10,179.10020000000014
17_22_2013-05-10,179.10020000000014
17_23_2013-05-10,179.10020000000014
17_24_2013-05-10,179.10020000000014
17_25_2013-05-10,179.10020000000014
17_26_2013-05-10,179.10020000000014
17_27_2013-05-10,179.10020000000014
17_28_2013-05-10,179.10020000000014
17_29_2013-05-10,179.10020000000014
17_30_2013-05-10,179.10020000000014
17_31_2013-05-10,179.10020000000014
17_32_2013-05-10,179.10020000000014
17_33_2013-05-10,179.10020000000014
17_34_2013-05-10,179.10020000000014
17_35_2013-05-10,179.10020000000014
17_36_2013-05-10,179.10020000000014
17_38_2013-05-10,179.10020000000014
17_40_2013-05-10,179.10020000000014
17_41_2013-05-10,179.10020000000014
17_42_2013-05-10,179.10020000000014
17_44_2013-05-10,179.10020000000014
17_46_2013-05-10,179.10020000000014
17_48_2013-05-10,179.10020000000014
17_49_2013-05-10,179.10020000000014
17_52_2013-05-10,179.10020000000014
17_54_2013-05-10,179.10020000000014
17_55_2013-05-10,179.10020000000014
17_56_2013-05-10,179.10020000000014
17_58_2013-05-10,179.10020000000014
17_59_2013-05-10,179.10020000000014
17_60_2013-05-10,179.10020000000014
17_67_2013-05-10,179.10020000000014
17_71_2013-05-10,179.10020000000014
17_72_2013-05-10,179.10020000000014
17_74_2013-05-10,179.10020000000014
17_79_2013-05-10,179.10020000000014
17_80_2013-05-10,179.10020000000014
17_81_2013-05-10,179.10020000000014
17_82_2013-05-10,179.10020000000014
17_83_2013-05-10,179.10020000000014
17_85_2013-05-10,179.10020000000014
17_87_2013-05-10,179.10020000000014
17_90_2013-05-10,179.10020000000014
17_91_2013-05-10,179.10020000000014
17_92_2013-05-10,179.10020000000014
17_93_2013-05-10,179.10020000000014
17_94_2013-05-10,179.10020000000014
17_95_2013-05-10,179.10020000000014
17_96_2013-05-10,179.10020000000014
17_97_2013-05-10,179.10020000000014
17_98_2013-05-10,179.10020000000014
17_1_2013-05-17,179.10020000000014
17_2_2013-05-17,179.10020000000014
17_3_2013-05-17,179.10020000000014
17_4_2013-05-17,179.10020000000014
17_5_2013-05-17,179.10020000000014
17_6_2013-05-17,179.10020000000014
17_7_2013-05-17,179.10020000000014
17_8_2013-05-17,179.10020000000014
17_9_2013-05-17,179.10020000000014
17_10_2013-05-17,179.10020000000014
17_11_2013-05-17,179.10020000000014
17_12_2013-05-17,179.10020000000014
17_13_2013-05-17,179.10020000000014
17_14_2013-05-17,179.10020000000014
17_16_2013-05-17,179.10020000000014
17_17_2013-05-17,179.10020000000014
17_19_2013-05-17,179.10020000000014
17_20_2013-05-17,179.10020000000014
17_21_2013-05-17,179.10020000000014
17_22_2013-05-17,179.10020000000014
17_23_2013-05-17,179.10020000000014
17_24_2013-05-17,179.10020000000014
17_25_2013-05-17,179.10020000000014
17_26_2013-05-17,179.10020000000014
17_27_2013-05-17,179.10020000000014
17_28_2013-05-17,179.10020000000014
17_29_2013-05-17,179.10020000000014
17_30_2013-05-17,179.10020000000014
17_31_2013-05-17,179.10020000000014
17_32_2013-05-17,179.10020000000014
17_33_2013-05-17,179.10020000000014
17_34_2013-05-17,179.10020000000014
17_35_2013-05-17,179.10020000000014
17_36_2013-05-17,179.10020000000014
17_38_2013-05-17,179.10020000000014
17_40_2013-05-17,179.10020000000014
17_42_2013-05-17,179.10020000000014
17_44_2013-05-17,179.10020000000014
17_46_2013-05-17,179.10020000000014
17_48_2013-05-17,179.10020000000014
17_49_2013-05-17,179.10020000000014
17_52_2013-05-17,179.10020000000014
17_55_2013-05-17,179.10020000000014
17_56_2013-05-17,179.10020000000014
17_58_2013-05-17,179.10020000000014
17_59_2013-05-17,179.10020000000014
17_60_2013-05-17,179.10020000000014
17_67_2013-05-17,179.10020000000014
17_71_2013-05-17,179.10020000000014
17_72_2013-05-17,179.10020000000014
17_74_2013-05-17,179.10020000000014
17_79_2013-05-17,179.10020000000014
17_80_2013-05-17,179.10020000000014
17_81_2013-05-17,179.10020000000014
17_82_2013-05-17,179.10020000000014
17_83_2013-05-17,179.10020000000014
17_85_2013-05-17,179.10020000000014
17_87_2013-05-17,179.10020000000014
17_90_2013-05-17,179.10020000000014
17_91_2013-05-17,179.10020000000014
17_92_2013-05-17,179.10020000000014
17_93_2013-05-17,179.10020000000014
17_95_2013-05-17,179.10020000000014
17_96_2013-05-17,179.10020000000014
17_97_2013-05-17,179.10020000000014
17_98_2013-05-17,179.10020000000014
17_1_2013-05-24,179.10020000000014
17_2_2013-05-24,179.10020000000014
17_3_2013-05-24,179.10020000000014
17_4_2013-05-24,179.10020000000014
17_5_2013-05-24,179.10020000000014
17_6_2013-05-24,179.10020000000014
17_7_2013-05-24,179.10020000000014
17_8_2013-05-24,179.10020000000014
17_9_2013-05-24,179.10020000000014
17_10_2013-05-24,179.10020000000014
17_11_2013-05-24,179.10020000000014
17_12_2013-05-24,179.10020000000014
17_13_2013-05-24,179.10020000000014
17_14_2013-05-24,179.10020000000014
17_16_2013-05-24,179.10020000000014
17_17_2013-05-24,179.10020000000014
17_19_2013-05-24,179.10020000000014
17_20_2013-05-24,179.10020000000014
17_21_2013-05-24,179.10020000000014
17_22_2013-05-24,179.10020000000014
17_23_2013-05-24,179.10020000000014
17_24_2013-05-24,179.10020000000014
17_25_2013-05-24,179.10020000000014
17_26_2013-05-24,179.10020000000014
17_27_2013-05-24,179.10020000000014
17_28_2013-05-24,179.10020000000014
17_29_2013-05-24,179.10020000000014
17_30_2013-05-24,179.10020000000014
17_31_2013-05-24,179.10020000000014
17_32_2013-05-24,179.10020000000014
17_33_2013-05-24,179.10020000000014
17_34_2013-05-24,179.10020000000014
17_35_2013-05-24,179.10020000000014
17_36_2013-05-24,179.10020000000014
17_38_2013-05-24,179.10020000000014
17_40_2013-05-24,179.10020000000014
17_41_2013-05-24,179.10020000000014
17_42_2013-05-24,179.10020000000014
17_44_2013-05-24,179.10020000000014
17_46_2013-05-24,179.10020000000014
17_48_2013-05-24,179.10020000000014
17_49_2013-05-24,179.10020000000014
17_52_2013-05-24,179.10020000000014
17_54_2013-05-24,179.10020000000014
17_55_2013-05-24,179.10020000000014
17_56_2013-05-24,179.10020000000014
17_58_2013-05-24,179.10020000000014
17_59_2013-05-24,179.10020000000014
17_60_2013-05-24,179.10020000000014
17_67_2013-05-24,179.10020000000014
17_71_2013-05-24,179.10020000000014
17_72_2013-05-24,179.10020000000014
17_74_2013-05-24,179.10020000000014
17_79_2013-05-24,179.10020000000014
17_80_2013-05-24,179.10020000000014
17_81_2013-05-24,179.10020000000014
17_82_2013-05-24,179.10020000000014
17_83_2013-05-24,179.10020000000014
17_85_2013-05-24,179.10020000000014
17_87_2013-05-24,179.10020000000014
17_90_2013-05-24,179.10020000000014
17_91_2013-05-24,179.10020000000014
17_92_2013-05-24,179.10020000000014
17_93_2013-05-24,179.10020000000014
17_94_2013-05-24,179.10020000000014
17_95_2013-05-24,179.10020000000014
17_96_2013-05-24,179.10020000000014
17_97_2013-05-24,179.10020000000014
17_98_2013-05-24,179.10020000000014
17_1_2013-05-31,3792.997034482757
17_2_2013-05-31,3792.997034482757
17_3_2013-05-31,3792.997034482757
17_4_2013-05-31,3792.997034482757
17_5_2013-05-31,3792.997034482757
17_6_2013-05-31,3792.997034482757
17_7_2013-05-31,3792.997034482757
17_8_2013-05-31,3792.997034482757
17_9_2013-05-31,3792.997034482757
17_10_2013-05-31,3792.997034482757
17_11_2013-05-31,3792.997034482757
17_12_2013-05-31,3792.997034482757
17_13_2013-05-31,3792.997034482757
17_14_2013-05-31,3792.997034482757
17_16_2013-05-31,3792.997034482757
17_17_2013-05-31,3792.997034482757
17_18_2013-05-31,3792.997034482757
17_19_2013-05-31,3792.997034482757
17_20_2013-05-31,3792.997034482757
17_21_2013-05-31,3792.997034482757
17_22_2013-05-31,3792.997034482757
17_23_2013-05-31,3792.997034482757
17_24_2013-05-31,3792.997034482757
17_25_2013-05-31,3792.997034482757
17_26_2013-05-31,3792.997034482757
17_27_2013-05-31,3792.997034482757
17_28_2013-05-31,3792.997034482757
17_29_2013-05-31,3792.997034482757
17_30_2013-05-31,3792.997034482757
17_31_2013-05-31,3792.997034482757
17_32_2013-05-31,3792.997034482757
17_33_2013-05-31,3792.997034482757
17_34_2013-05-31,3792.997034482757
17_35_2013-05-31,3792.997034482757
17_36_2013-05-31,3792.997034482757
17_38_2013-05-31,3792.997034482757
17_40_2013-05-31,3792.997034482757
17_41_2013-05-31,3792.997034482757
17_42_2013-05-31,3792.997034482757
17_44_2013-05-31,3792.997034482757
17_46_2013-05-31,3792.997034482757
17_48_2013-05-31,3792.997034482757
17_49_2013-05-31,3792.997034482757
17_52_2013-05-31,3792.997034482757
17_55_2013-05-31,3792.997034482757
17_56_2013-05-31,3792.997034482757
17_58_2013-05-31,3792.997034482757
17_59_2013-05-31,3792.997034482757
17_60_2013-05-31,3792.997034482757
17_67_2013-05-31,3792.997034482757
17_71_2013-05-31,3792.997034482757
17_72_2013-05-31,3792.997034482757
17_74_2013-05-31,3792.997034482757
17_79_2013-05-31,3792.997034482757
17_80_2013-05-31,3792.997034482757
17_81_2013-05-31,3792.997034482757
17_82_2013-05-31,3792.997034482757
17_83_2013-05-31,3792.997034482757
17_85_2013-05-31,3792.997034482757
17_87_2013-05-31,3792.997034482757
17_90_2013-05-31,3792.997034482757
17_91_2013-05-31,3792.997034482757
17_92_2013-05-31,3792.997034482757
17_93_2013-05-31,3792.997034482757
17_95_2013-05-31,3792.997034482757
17_96_2013-05-31,3792.997034482757
17_97_2013-05-31,3792.997034482757
17_98_2013-05-31,3792.997034482757
17_1_2013-06-07,179.10020000000014
17_2_2013-06-07,179.10020000000014
17_3_2013-06-07,179.10020000000014
17_4_2013-06-07,179.10020000000014
17_5_2013-06-07,179.10020000000014
17_6_2013-06-07,179.10020000000014
17_7_2013-06-07,179.10020000000014
17_8_2013-06-07,179.10020000000014
17_9_2013-06-07,179.10020000000014
17_10_2013-06-07,179.10020000000014
17_11_2013-06-07,179.10020000000014
17_12_2013-06-07,179.10020000000014
17_13_2013-06-07,179.10020000000014
17_14_2013-06-07,179.10020000000014
17_16_2013-06-07,179.10020000000014
17_17_2013-06-07,179.10020000000014
17_18_2013-06-07,179.10020000000014
17_19_2013-06-07,179.10020000000014
17_20_2013-06-07,179.10020000000014
17_21_2013-06-07,179.10020000000014
17_22_2013-06-07,179.10020000000014
17_23_2013-06-07,179.10020000000014
17_24_2013-06-07,179.10020000000014
17_25_2013-06-07,179.10020000000014
17_26_2013-06-07,179.10020000000014
17_27_2013-06-07,179.10020000000014
17_28_2013-06-07,179.10020000000014
17_29_2013-06-07,179.10020000000014
17_30_2013-06-07,179.10020000000014
17_31_2013-06-07,179.10020000000014
17_32_2013-06-07,179.10020000000014
17_33_2013-06-07,179.10020000000014
17_34_2013-06-07,179.10020000000014
17_35_2013-06-07,179.10020000000014
17_36_2013-06-07,179.10020000000014
17_38_2013-06-07,179.10020000000014
17_40_2013-06-07,179.10020000000014
17_41_2013-06-07,179.10020000000014
17_42_2013-06-07,179.10020000000014
17_44_2013-06-07,179.10020000000014
17_46_2013-06-07,179.10020000000014
17_48_2013-06-07,179.10020000000014
17_49_2013-06-07,179.10020000000014
17_52_2013-06-07,179.10020000000014
17_54_2013-06-07,179.10020000000014
17_55_2013-06-07,179.10020000000014
17_56_2013-06-07,179.10020000000014
17_58_2013-06-07,179.10020000000014
17_59_2013-06-07,179.10020000000014
17_60_2013-06-07,179.10020000000014
17_67_2013-06-07,179.10020000000014
17_71_2013-06-07,179.10020000000014
17_72_2013-06-07,179.10020000000014
17_74_2013-06-07,179.10020000000014
17_79_2013-06-07,179.10020000000014
17_80_2013-06-07,179.10020000000014
17_81_2013-06-07,179.10020000000014
17_82_2013-06-07,179.10020000000014
17_83_2013-06-07,179.10020000000014
17_85_2013-06-07,179.10020000000014
17_87_2013-06-07,179.10020000000014
17_90_2013-06-07,179.10020000000014
17_91_2013-06-07,179.10020000000014
17_92_2013-06-07,179.10020000000014
17_93_2013-06-07,179.10020000000014
17_95_2013-06-07,179.10020000000014
17_96_2013-06-07,179.10020000000014
17_97_2013-06-07,179.10020000000014
17_1_2013-06-14,179.10020000000014
17_2_2013-06-14,179.10020000000014
17_3_2013-06-14,179.10020000000014
17_4_2013-06-14,179.10020000000014
17_5_2013-06-14,179.10020000000014
17_6_2013-06-14,179.10020000000014
17_7_2013-06-14,179.10020000000014
17_8_2013-06-14,179.10020000000014
17_9_2013-06-14,179.10020000000014
17_10_2013-06-14,179.10020000000014
17_11_2013-06-14,179.10020000000014
17_12_2013-06-14,179.10020000000014
17_13_2013-06-14,179.10020000000014
17_14_2013-06-14,179.10020000000014
17_16_2013-06-14,179.10020000000014
17_17_2013-06-14,179.10020000000014
17_18_2013-06-14,179.10020000000014
17_19_2013-06-14,179.10020000000014
17_20_2013-06-14,179.10020000000014
17_21_2013-06-14,179.10020000000014
17_22_2013-06-14,179.10020000000014
17_23_2013-06-14,179.10020000000014
17_24_2013-06-14,179.10020000000014
17_25_2013-06-14,179.10020000000014
17_26_2013-06-14,179.10020000000014
17_27_2013-06-14,179.10020000000014
17_28_2013-06-14,179.10020000000014
17_29_2013-06-14,179.10020000000014
17_30_2013-06-14,179.10020000000014
17_31_2013-06-14,179.10020000000014
17_32_2013-06-14,179.10020000000014
17_33_2013-06-14,179.10020000000014
17_34_2013-06-14,179.10020000000014
17_35_2013-06-14,179.10020000000014
17_36_2013-06-14,179.10020000000014
17_38_2013-06-14,179.10020000000014
17_40_2013-06-14,179.10020000000014
17_41_2013-06-14,179.10020000000014
17_42_2013-06-14,179.10020000000014
17_44_2013-06-14,179.10020000000014
17_46_2013-06-14,179.10020000000014
17_48_2013-06-14,179.10020000000014
17_49_2013-06-14,179.10020000000014
17_52_2013-06-14,179.10020000000014
17_54_2013-06-14,179.10020000000014
17_55_2013-06-14,179.10020000000014
17_56_2013-06-14,179.10020000000014
17_58_2013-06-14,179.10020000000014
17_59_2013-06-14,179.10020000000014
17_60_2013-06-14,179.10020000000014
17_67_2013-06-14,179.10020000000014
17_71_2013-06-14,179.10020000000014
17_72_2013-06-14,179.10020000000014
17_74_2013-06-14,179.10020000000014
17_79_2013-06-14,179.10020000000014
17_80_2013-06-14,179.10020000000014
17_81_2013-06-14,179.10020000000014
17_82_2013-06-14,179.10020000000014
17_83_2013-06-14,179.10020000000014
17_85_2013-06-14,179.10020000000014
17_87_2013-06-14,179.10020000000014
17_90_2013-06-14,179.10020000000014
17_91_2013-06-14,179.10020000000014
17_92_2013-06-14,179.10020000000014
17_93_2013-06-14,179.10020000000014
17_94_2013-06-14,179.10020000000014
17_95_2013-06-14,179.10020000000014
17_96_2013-06-14,179.10020000000014
17_97_2013-06-14,179.10020000000014
17_1_2013-06-21,179.10020000000014
17_2_2013-06-21,179.10020000000014
17_3_2013-06-21,179.10020000000014
17_4_2013-06-21,179.10020000000014
17_5_2013-06-21,179.10020000000014
17_6_2013-06-21,179.10020000000014
17_7_2013-06-21,179.10020000000014
17_8_2013-06-21,179.10020000000014
17_9_2013-06-21,179.10020000000014
17_10_2013-06-21,179.10020000000014
17_11_2013-06-21,179.10020000000014
17_12_2013-06-21,179.10020000000014
17_13_2013-06-21,179.10020000000014
17_14_2013-06-21,179.10020000000014
17_16_2013-06-21,179.10020000000014
17_17_2013-06-21,179.10020000000014
17_18_2013-06-21,179.10020000000014
17_19_2013-06-21,179.10020000000014
17_20_2013-06-21,179.10020000000014
17_21_2013-06-21,179.10020000000014
17_22_2013-06-21,179.10020000000014
17_23_2013-06-21,179.10020000000014
17_24_2013-06-21,179.10020000000014
17_25_2013-06-21,179.10020000000014
17_26_2013-06-21,179.10020000000014
17_27_2013-06-21,179.10020000000014
17_28_2013-06-21,179.10020000000014
17_29_2013-06-21,179.10020000000014
17_30_2013-06-21,179.10020000000014
17_31_2013-06-21,179.10020000000014
17_32_2013-06-21,179.10020000000014
17_33_2013-06-21,179.10020000000014
17_34_2013-06-21,179.10020000000014
17_35_2013-06-21,179.10020000000014
17_36_2013-06-21,179.10020000000014
17_38_2013-06-21,179.10020000000014
17_40_2013-06-21,179.10020000000014
17_41_2013-06-21,179.10020000000014
17_42_2013-06-21,179.10020000000014
17_44_2013-06-21,179.10020000000014
17_46_2013-06-21,179.10020000000014
17_47_2013-06-21,179.10020000000014
17_48_2013-06-21,179.10020000000014
17_49_2013-06-21,179.10020000000014
17_52_2013-06-21,179.10020000000014
17_54_2013-06-21,179.10020000000014
17_55_2013-06-21,179.10020000000014
17_56_2013-06-21,179.10020000000014
17_58_2013-06-21,179.10020000000014
17_59_2013-06-21,179.10020000000014
17_60_2013-06-21,179.10020000000014
17_67_2013-06-21,179.10020000000014
17_71_2013-06-21,179.10020000000014
17_72_2013-06-21,179.10020000000014
17_74_2013-06-21,179.10020000000014
17_79_2013-06-21,179.10020000000014
17_80_2013-06-21,179.10020000000014
17_81_2013-06-21,179.10020000000014
17_82_2013-06-21,179.10020000000014
17_83_2013-06-21,179.10020000000014
17_85_2013-06-21,179.10020000000014
17_87_2013-06-21,179.10020000000014
17_90_2013-06-21,179.10020000000014
17_91_2013-06-21,179.10020000000014
17_92_2013-06-21,179.10020000000014
17_93_2013-06-21,179.10020000000014
17_95_2013-06-21,179.10020000000014
17_96_2013-06-21,179.10020000000014
17_97_2013-06-21,179.10020000000014
17_98_2013-06-21,179.10020000000014
17_1_2013-06-28,179.10020000000014
17_2_2013-06-28,179.10020000000014
17_3_2013-06-28,179.10020000000014
17_4_2013-06-28,179.10020000000014
17_5_2013-06-28,179.10020000000014
17_6_2013-06-28,179.10020000000014
17_7_2013-06-28,179.10020000000014
17_8_2013-06-28,179.10020000000014
17_9_2013-06-28,179.10020000000014
17_10_2013-06-28,179.10020000000014
17_11_2013-06-28,179.10020000000014
17_12_2013-06-28,179.10020000000014
17_13_2013-06-28,179.10020000000014
17_14_2013-06-28,179.10020000000014
17_16_2013-06-28,179.10020000000014
17_17_2013-06-28,179.10020000000014
17_18_2013-06-28,179.10020000000014
17_19_2013-06-28,179.10020000000014
17_20_2013-06-28,179.10020000000014
17_21_2013-06-28,179.10020000000014
17_22_2013-06-28,179.10020000000014
17_23_2013-06-28,179.10020000000014
17_24_2013-06-28,179.10020000000014
17_25_2013-06-28,179.10020000000014
17_26_2013-06-28,179.10020000000014
17_27_2013-06-28,179.10020000000014
17_28_2013-06-28,179.10020000000014
17_29_2013-06-28,179.10020000000014
17_30_2013-06-28,179.10020000000014
17_31_2013-06-28,179.10020000000014
17_32_2013-06-28,179.10020000000014
17_33_2013-06-28,179.10020000000014
17_34_2013-06-28,179.10020000000014
17_35_2013-06-28,179.10020000000014
17_36_2013-06-28,179.10020000000014
17_38_2013-06-28,179.10020000000014
17_40_2013-06-28,179.10020000000014
17_41_2013-06-28,179.10020000000014
17_42_2013-06-28,179.10020000000014
17_44_2013-06-28,179.10020000000014
17_46_2013-06-28,179.10020000000014
17_48_2013-06-28,179.10020000000014
17_49_2013-06-28,179.10020000000014
17_52_2013-06-28,179.10020000000014
17_55_2013-06-28,179.10020000000014
17_56_2013-06-28,179.10020000000014
17_58_2013-06-28,179.10020000000014
17_59_2013-06-28,179.10020000000014
17_60_2013-06-28,179.10020000000014
17_67_2013-06-28,179.10020000000014
17_71_2013-06-28,179.10020000000014
17_72_2013-06-28,179.10020000000014
17_74_2013-06-28,179.10020000000014
17_79_2013-06-28,179.10020000000014
17_80_2013-06-28,179.10020000000014
17_81_2013-06-28,179.10020000000014
17_82_2013-06-28,179.10020000000014
17_83_2013-06-28,179.10020000000014
17_85_2013-06-28,179.10020000000014
17_87_2013-06-28,179.10020000000014
17_90_2013-06-28,179.10020000000014
17_91_2013-06-28,179.10020000000014
17_92_2013-06-28,179.10020000000014
17_93_2013-06-28,179.10020000000014
17_95_2013-06-28,179.10020000000014
17_96_2013-06-28,179.10020000000014
17_97_2013-06-28,179.10020000000014
17_98_2013-06-28,179.10020000000014
17_1_2013-07-05,179.10020000000014
17_2_2013-07-05,179.10020000000014
17_3_2013-07-05,179.10020000000014
17_4_2013-07-05,179.10020000000014
17_5_2013-07-05,179.10020000000014
17_6_2013-07-05,179.10020000000014
17_7_2013-07-05,179.10020000000014
17_8_2013-07-05,179.10020000000014
17_9_2013-07-05,179.10020000000014
17_10_2013-07-05,179.10020000000014
17_11_2013-07-05,179.10020000000014
17_12_2013-07-05,179.10020000000014
17_13_2013-07-05,179.10020000000014
17_14_2013-07-05,179.10020000000014
17_16_2013-07-05,179.10020000000014
17_17_2013-07-05,179.10020000000014
17_19_2013-07-05,179.10020000000014
17_20_2013-07-05,179.10020000000014
17_21_2013-07-05,179.10020000000014
17_22_2013-07-05,179.10020000000014
17_23_2013-07-05,179.10020000000014
17_24_2013-07-05,179.10020000000014
17_25_2013-07-05,179.10020000000014
17_26_2013-07-05,179.10020000000014
17_27_2013-07-05,179.10020000000014
17_28_2013-07-05,179.10020000000014
17_29_2013-07-05,179.10020000000014
17_30_2013-07-05,179.10020000000014
17_31_2013-07-05,179.10020000000014
17_32_2013-07-05,179.10020000000014
17_33_2013-07-05,179.10020000000014
17_34_2013-07-05,179.10020000000014
17_35_2013-07-05,179.10020000000014
17_36_2013-07-05,179.10020000000014
17_38_2013-07-05,179.10020000000014
17_40_2013-07-05,179.10020000000014
17_41_2013-07-05,179.10020000000014
17_42_2013-07-05,179.10020000000014
17_44_2013-07-05,179.10020000000014
17_46_2013-07-05,179.10020000000014
17_48_2013-07-05,179.10020000000014
17_49_2013-07-05,179.10020000000014
17_52_2013-07-05,179.10020000000014
17_54_2013-07-05,179.10020000000014
17_55_2013-07-05,179.10020000000014
17_56_2013-07-05,179.10020000000014
17_58_2013-07-05,179.10020000000014
17_59_2013-07-05,179.10020000000014
17_60_2013-07-05,179.10020000000014
17_67_2013-07-05,179.10020000000014
17_71_2013-07-05,179.10020000000014
17_72_2013-07-05,179.10020000000014
